name,cuisine_genre_id,tel,zipcode,pref_id,address1,address2,gmap_url,access,business_hours,regular_holiday,parking_flag,parking_text,credit_card,electronic_money,hp_url,gnavi_url,tabelog_url,demaecan_url,ubereats_url
お好み焼・鉄板焼きん太 赤池店,5,075-605-5039,612-8455 ,26,京都市伏見区,中島外山町22-2 ,https://goo.gl/maps/KJSR8hCx4Gjdatio7,"近鉄京都線 竹田駅 徒歩15分
地下鉄烏丸線 竹田駅 徒歩15分","月～日
11:00～翌3:00
（L.O.2:30）",年中無休,1,専用無料50台,,,,https://r.gnavi.co.jp/bapgga560000/,,,
"
時代屋 竹田店",19,075-622-0765,612-8428 ,26,京都市伏見区,竹田西桶ノ井町146 ,https://goo.gl/maps/ophRys8Jx7En7zt5A,"近鉄京都線 竹田駅 6番出口 徒歩1分
地下鉄烏丸線 竹田駅 6番出口 徒歩1分","月～日
ディナー　17:00～翌1:00
（L.O.24:00、ドリンクL.O.24:30）",無,0,,（JCB、AMEX）,,,https://r.gnavi.co.jp/21a7ed110000/,https://tabelog.com/kyoto/A2601/A260601/26014854/,,
"
ビストロなかたに",19,075-643-5133,612-8438  ,26,京都市伏見区,深草フチ町6-3平家33-1F ,https://goo.gl/maps/c8iwqa1msXbUnSqA7,"地下鉄烏丸線 竹田駅 東口 徒歩5分
京阪本線 藤森駅 南口 徒歩12分","火～日
18:00～24:00
（L.O.23:00）","
月曜日",0,,,,,https://r.gnavi.co.jp/nt33f24u0000/,https://tabelog.com/kyoto/A2601/A260601/26019931/,,
"
和食さと 醍醐",20,075-574-0310,601-1439 ,26,京都市伏見区,石田森東町56-1 ,https://goo.gl/maps/Va7zK7sreEgNUT7s9,"
地下鉄東西線 石田駅 徒歩1分",11:00～24:00,"
年中無休",1,専用33台,,,,https://r.gnavi.co.jp/gtzf54740000/,https://tabelog.com/kyoto/A2601/A260602/26014838/,,
おくでん,5,075-645-4014,612-0007 ,26,京都市伏見区,深草下横縄町24-19 ,https://goo.gl/maps/A6Dx8LR13Ym6nXdx9,"
京阪本線 伏見稲荷駅 徒歩1分","月・火・木～日
ディナー　17:00～23:30
（L.O.23:00）

日・祝日
ランチ　12:00～14:30",水曜日,0,（近隣に有料コインパーキングが有ります。）,,,,https://r.gnavi.co.jp/st5wrrp50000/,https://tabelog.com/kyoto/A2601/A260601/26013923/,,
"
ラーメン きらく",4,075-642-3935,612-8403,26,京都市伏見区,深草ヲカヤ町32-8 ハッピーハウス,https://goo.gl/maps/bC2Un9GJ6HryCjGr5,"京阪本線 深草駅 西口 徒歩10分
地下鉄烏丸線 くいな橋駅 東口 徒歩10分","月～土
ランチ・ディナー　11:00～20:00",日曜日,0,,,,,https://r.gnavi.co.jp/acn3n1w70000/,https://tabelog.com/kyoto/A2601/A260601/26006001/,,
将月 深草店,5,075-645-0444,612-0024,26,京都市伏見区,深草野田町18-1 ,https://goo.gl/maps/5D7uFXvHuaDksQNZ8,"京阪本線 深草駅 徒歩7分
京阪本線 藤森駅 徒歩5分","月～日
17:00～翌2:00
（L.O.1:00）",無,1,専用5台,（VISA、Master、JCB、AMEX、Diners）,Paypay使えます,,https://r.gnavi.co.jp/d2a63k8t0000/,https://tabelog.com/kyoto/A2601/A260601/26007193/,,https://www.ubereats.com/jp/kyoto/food-delivery/%E5%B0%86%E6%9C%88-%E6%B7%B1%E8%8D%89%E5%BA%97-shogetsu-fukakusaten/htcOkSTtQSCYqV9TwIdEfA
蓮華,19,075-643-8609,612-0022 ,26,京都市伏見区,深草綿森町17-8 コーポ郷 1F ,https://goo.gl/maps/eqkjzWRqHcefKN9k7,"京阪深草徒歩３分
JR稲荷徒歩１０分

龍谷大前深草駅から203m",11:30～22:00,不定休日あり,0,,,,,https://r.gnavi.co.jp/m05pfr0v0000/,https://tabelog.com/kyoto/A2601/A260601/26015954/,,
Namaste Taj Mahal 伏見店,7,075-643-2530,612-0011 ,26,京都市伏見区,深草鈴塚町2-28 ,https://goo.gl/maps/GTLmNtLTZmczeUV58,京阪本線 伏見稲荷駅 徒歩2分,"金
ランチ　11:00～14:30

土・日
ランチ　11:00～15:00

月～日
ディナー　17:00～22:00","
不定休日",0,（近くにコインパーキング有り。近くのパーキング利用者には割引サービス有り。）,,,,https://r.gnavi.co.jp/fezc1ftv0000/,,,
"
らーめん なか房",4,090-1222-1519,612-8401 ,26,京都市伏見区,深草下川原町125-1 小堀マンション,https://goo.gl/maps/ND6k1mhgRW9pdkJ47,"地下鉄烏丸線 くいな橋駅 北出口 徒歩10分
京阪線 深草駅 西出口 徒歩10分
市バス 下川原停留所 徒歩1分","月～日
11:30～24:00
（L.O.24:00）
※1／1～1／5は19時ごろまでの営業となります","
不定休日あり",0,,,,,https://r.gnavi.co.jp/fa7epmgy0000/,https://tabelog.com/kyoto/A2601/A260601/26025899/,,
和食さと 下鳥羽,20,075-612-6451,612-8488 ,26,京都市伏見区,下鳥羽東柳長町4 ,https://goo.gl/maps/psGotZzg44XnJpqo7,"
京阪本線 丹波橋駅 北口 徒歩25分",11:00～24:30,年中無休,1,専用34台,,,,https://r.gnavi.co.jp/b6aw44hy0000/,https://tabelog.com/kyoto/A2601/A260601/26014837/,,
無添くら寿司 宇治槇島店,1,0774-21-6102,611-0041,26,宇治市,槇島町本屋敷33-1,https://goo.gl/maps/kUCWiQAgxtWzb2TA6,近鉄京都線 向島駅 徒歩19分,11:00～23:00,年中無休,1,67台,VISAMasterCardJCBアメリカン・エキスプレスダイナースクラブDiscover Card楽天,,https://kap7124.gorp.jp/,https://r.gnavi.co.jp/kap7124/,https://tabelog.com/kyoto/A2601/A260601/26022131/,,
京料理 寿司 松廣,3,075-641-8007,612-8437 ,26,京都市伏見区,深草小久保町244,https://goo.gl/maps/ZrvL2pXevuR8vu8T6,"近鉄京都線 竹田駅 徒歩10分
京阪本線 藤森駅 徒歩10分","昼食　11:30～14:00
夕食　17:00～22:00
（入店は20：00迄）",水曜日,1,専用無料10台,,,,https://r.gnavi.co.jp/15c54pbw0000/,,,
いっぷく,5,075-622-0101,612-8002,26,京都市伏見区,桃山町山ノ下55-19,https://goo.gl/maps/jKMqpMbNkCHDBnAs8,,"月～水・金
17:00～23:30
（L.O.23:00）
土・日
昼の部　11:30～15:00
（L.O.14:30）
夜の部　17:00～23:30
（L.O.23:00）",木曜日,0,,,,,https://r.gnavi.co.jp/f11f76a00000/,https://tabelog.com/kyoto/A2601/A260601/26030940/,,
餃子の舗 食 桃山,8,075-612-5559,612-8082,26,京都市伏見区,両替町3-324-2,https://goo.gl/maps/bBnEu7unecM841P47,"京阪本線 伏見桃山駅 徒歩3分
近鉄京都線 桃山御陵前駅 徒歩4分
ＪＲ奈良線 桃山駅 徒歩10分","月～土
昼食　11:30～14:00
夕食　17:00～21:00","日曜日
※年始はお休みします",0,,,,,https://r.gnavi.co.jp/n8g4dhyg0000/,https://tabelog.com/kyoto/A2601/A260601/26019868/,,
和食さと 竹田,3,075-643-6251,612-8422,26,京都市伏見区,竹田七瀬川町2-5,https://goo.gl/maps/7WrcFN1eYh3x7sWd9,地下鉄烏丸線 竹田駅 5番出口 徒歩6分,11:00～24:30,年中無休,1,専用33台,,,,https://r.gnavi.co.jp/rw7aab970000/,https://tabelog.com/kyoto/A2601/A260601/26014836/,,
ベジテジや 深草本店,7,075-645-1419,612-0017,26,京都市伏見区,深草今在家1-15 ジルコニアBld1F,https://goo.gl/maps/vkTDRdQa3sr1t3zm6,"京阪本線 深草駅 西口 徒歩1分
ＪＲ 京都駅 バス10分
京都市営バス 龍谷大学前停留所 徒歩3分","月～木・日
17:00～23:00
（L.O.22:30）
金・土・祝前日
17:00～24:00
（L.O.23:30）",無,1,無料2台,,,,https://r.gnavi.co.jp/39w3czej0000/,https://tabelog.com/kyoto/A2601/A260601/26003021/,,
"
旬菜ダイニング 十祇家",3,050-3468-7921,604-0923 ,26,京都市中京区,上樵木町496,https://goo.gl/maps/CdZ3ibHSTUoyn3Gr8,"地下鉄東西線 京都市役所前駅 徒歩3分
京阪本線 三条駅 徒歩3分
地下鉄東西線 三条京阪駅 徒歩3分","火～日・祝日
ランチ　12:00～14:30
（5日前までの予約のみ）

月～日
ディナー　17:00～22:30","不定休日あり
年末年始（2018年12月31日～2019年1月1日）",1,（当店近くにコインパーキングがあります。歩いて2分）,VISAMasterCardJCBアメリカン・エキスプレスダイナースクラブMUFGUCDCNICOSUFJセゾンアプラスJ-DEBIT,,https://togiya-kiyamachi.gorp.jp/,https://r.gnavi.co.jp/ka0p200/,,,
京都祇園 天ぷら 八坂 圓堂,3,050-3463-8052,605-0811,26,京都市東山区,八坂通東大路西入ル小松町566,https://goo.gl/maps/Ztirr4T2riXUp1Lf6,"京阪本線 祇園四条駅 6番出口 徒歩8分
阪急京都線 京都河原町駅 1番出口 徒歩10分","月～日
11:00～22:00
※5月初旬より11:00～22:00での『通し営業』に変更しております。",無,0,（最寄りに有料駐車場あり（200円／40分など）※最新の価格は現地でご確認ください）,VISAMasterCardJCBアメリカン・エキスプレスダイナースクラブDiscover CardMUFGUCDCNICOSUFJ銀聯,,https://k461300.gorp.jp/,https://r.gnavi.co.jp/k461300/,,,
"
ロティー チキンアンド ジャッキー タコス 烏丸高辻",13,050-3313-1974,600-8414,26,京都市下京区,高辻通烏丸東入ル匂天神町642-3,https://goo.gl/maps/Zdxbu7EuSXoy1PBN6,"阪急京都線 烏丸駅 徒歩10分
地下鉄烏丸線 四条駅 徒歩10分
ＪＲ 京都駅 車8分","火～日・祝前日・祝日
ランチ　11:00～16:00
ディナー　16:00～23:00
（L.O.22:00、ドリンクL.O.22:30）","月曜日
月曜日祝日の場合、翌火曜日が休みとさせていただきます。",0,,VISAMasterCardJCBアメリカン・エキスプレス,,https://rc-jt.gorp.jp/,https://r.gnavi.co.jp/2r3ajwtg0000/,,,
温石 左近太郎 本店,3,050-3477-6729,604-0923,26,京都市中京区,木屋町御池上ル上樵木町,https://goo.gl/maps/PDhzrSUruveEDi3t8,"地下鉄東西線 京都市役所前駅 2番出口 徒歩3分
京阪電鉄本線 三条駅 徒歩15分","ランチ　11:30～15:00
（L.O.13:00）
(完全予約制)

月～土・祝前日
ディナー　17:00～22:00
（L.O.21:30）

日・祝日
ディナー　17:00～21:00
（L.O.20:30）","不定休日あり
火曜日は通常、ご予約がある場合のみ営業します。
ご予約の人数や時間帯のご希望はご相談に応じますので、お電話にてお問合せ下さい。",0,（近隣のコインパーキングをご利用下さい）,VISAMasterCardJCBアメリカン・エキスプレスダイナースクラブMUFGNICOS,,https://k305900.gorp.jp/,https://r.gnavi.co.jp/k305900/,https://tabelog.com/kyoto/A2601/A260202/26002088/,,
 京料理 立神,3,050-3466-8341,604-0077 ,26,京都市中京区,丸太町通油小路西入24-1,https://goo.gl/maps/BNrYjThqyscDLJgM7,"地下鉄烏丸線 丸太町駅 徒歩8分
地下鉄東西線 二条城前駅 徒歩8分","火～日・祝前日・祝日
ランチ　12:00～15:00
（L.O.14:00）
ディナー　17:30～22:00
（L.O.21:00）","月曜日
（定休日が祝日の場合は営業）",0,,（VISA、Master、JCB、AMEX、Diners）,,https://kbfk600.gorp.jp/,https://r.gnavi.co.jp/kbfk600/,https://tabelog.com/kyoto/A2601/A260202/26021845/,,
"
ヤキニク 甲 蛸薬師店",14,050-3313-7924,604-8063 ,26,京都市中京区,油屋町120-1,https://goo.gl/maps/fTYFHs9hNwGFTPkn7,"阪急京都線 烏丸駅 徒歩5分
阪急京都線 京都河原町駅 徒歩5分
地下鉄東西線 烏丸御池駅 徒歩10分
京阪本線 祇園四条駅 徒歩12分","月～金
ディナー　18:00～22:00

土・日・祝
ディナー　17:00～22:00

ランチ　12:00～14:00
◆テイクアウト注文・受け取り可能時間◆
全日11：00〜21：00","無
☆歓迎会・送別会もお任せください。ご予約はネット予約で24時間承っております。",0,（近隣のコインパーキングをご利用ください。）,VISAMasterCardJCBアメリカン・エキスプレスダイナースクラブDiscover CardMUFGUCDCNICOSUFJセゾンアプラス銀聯J-DEBIT,WeChat PayAlipayPayPay,https://yakinikukinoe.gorp.jp/,https://r.gnavi.co.jp/c50n1ya90000/,https://tabelog.com/kyoto/A2601/A260201/26030731/,,
京のじどり屋 晃（あき） 錦店,15,050-3462-7564,604-8051,26,京都市中京区,錦御幸町上ル船屋町398,https://goo.gl/maps/DfmvLUAei1zNETE46,"阪急京都線 河原町駅 徒歩7分
京阪本線 祇園四条駅 徒歩10分","ディナー　17:00～23:00
（L.O.22:00、ドリンクL.O.22:30）
ランチ　11:30～14:30","不定休日あり
※しばらくの間ディナータイムの営業時間は月～水17:00～23:00・木～日16:30～23:00に変更して営業しております。",0,,VISAMasterCardJCBアメリカン・エキスプレスダイナースクラブ,,https://kyonojidoriyaaki.gorp.jp/,https://r.gnavi.co.jp/9tpusg260000/,https://tabelog.com/kyoto/A2601/A260201/26026770/,,
"
京野菜フレンチ懐石 祇園 重なが",11,050-3467-3214,605-0083,26,京都市東山区,橋本町398-3 祇園神聖ビル2F,https://goo.gl/maps/Gj9SJJsmxXBZjGzc8,"京阪本線 祇園四条駅 徒歩5分
京阪本線 三条駅 徒歩7分","ランチ　11:30～14:30
（L.O.13:30）
ディナー　17:30～22:00
（L.O.20:30）",水曜日,0,,VISAMasterCardJCBアメリカン・エキスプレスダイナースクラブDiscover Card,,https://kdhw300.gorp.jp/,https://r.gnavi.co.jp/r3sa8u0r0000/,https://tabelog.com/kyoto/A2601/A260301/26033331/,,
"
京都祇園 天ぷら圓堂 岡ざき邸",3,050-3463-1607,606-8341 ,26,京都市左京区,岡崎西天王町60,https://goo.gl/maps/WPVxPzYHNc39ucJk6,"京阪鴨東線 神宮丸太町駅 徒歩11分
地下鉄東西線 東山駅 徒歩12分","月～日
ランチ　11:00～16:00
（L.O.16:00）
ディナー　16:00～22:00
（L.O.21:00）","
年中無休",1,専用無料1台 （弊店の向かいにコインパーキングもございます。）,VISAMasterCardJCBアメリカン・エキスプレスダイナースクラブDiscover CardMUFGUCDCNICOSUFJ銀聯,,https://k461302.gorp.jp/,https://r.gnavi.co.jp/e0dvf7rb0000/,https://tabelog.com/kyoto/A2601/A260302/26027215/,,
"
NIKUBAR JIGORO",14,050-3491-4156,607-8011,26,京都市山科区,安朱南屋敷町13-2,https://goo.gl/maps/4YvYypAbcofR9rm76,"ＪＲ 山科駅 徒歩2分
地下鉄東西線 山科駅 徒歩1分
京阪京津線 京阪山科駅 徒歩2分","月・火・木～日・祝前日・祝日
ディナー　17:00～24:00
（L.O.23:00、ドリンクL.O.23:30）
状況により、閉店時間が早まる可能性があります","
水曜日",0,,（VISA、Master、AMEX、Diners）,,https://nikubar-jigoro.gorp.jp/,https://r.gnavi.co.jp/jrvm3uay0000/,https://tabelog.com/kyoto/A2601/A260603/26029001/,,
京町家 焼肉リン 御幸町店,14,050-3468-1687,604-8044 ,26,京都市中京区,御幸町通四条上ル大日町414-1,https://g.page/yakinikuringokomachi?share,"阪急京都線 京都河原町駅 徒歩2分
阪急京都線 烏丸駅 徒歩5分","11:30～14:30
（L.O.14:00）
ランチ11:30〜14:30(L.O.14:00)
ディナー17:00〜23:30(L.O.23:00)
ディナー　17:00～23:30
（L.O.23:00）",水曜日,0,,VISAMasterCardJCBアメリカン・エキスプレスダイナースクラブDiscover Card,,https://kdj4600.gorp.jp/,https://r.gnavi.co.jp/rwkk9k6h0000/,,,
"
京都 瓢斗 四条烏丸店",3,050-3461-2533,604-8156 ,26,京都市中京区,室町通蛸薬師下ル山伏山町550-1,https://goo.gl/maps/o3xm6qgxXqC54QAt5,"阪急京都線 烏丸駅 24番出口 徒歩4分
地下鉄烏丸線 四条駅 24番出口 徒歩4分","月～金
12:00～15:00
（L.O.14:00）

土・日・祝
11:30～15:00
（L.O.14:00）

月～木・日
17:30～20:00
（L.O.19:00、ドリンクL.O.19:00）

金・土・祝前日
17:30～20:00
（L.O.19:00、ドリンクL.O.19:00）",無,0,,VISAMasterCardJCBアメリカン・エキスプレスダイナースクラブDiscover CardUCセゾン銀聯,SuicaPASMOiD楽天EdyQUICPayWAONAlipayPayPay,https://c781602.gorp.jp/,https://r.gnavi.co.jp/1sj445js0000/,https://tabelog.com/kyoto/A2601/A260202/26002130/,,
"
佛沙羅館",13,"050-3468-1755
075-361-4535",600-8015,26,京都市下京区,木屋町通松原上ル美濃屋町173-1 （木屋町通高辻東入る,https://goo.gl/maps/sh6shX5UgKNUzeCa8,"阪急京都線 河原町駅 南1番出口 徒歩6分
京阪本線 祇園四条駅 徒歩7分","月・火・木～日
ランチ　11:30～15:00
（L.O.14:30）
ディナー　17:00～22:00
（L.O.22:00）","水曜日
その他（2019年8月28日）
※7月は休まず営業いたします
※8月は休まず営業いたします
7月1日～8月27日まで休まず営業いたします。
※8月28日のみお休みです。",0,,VISAJCBダイナースクラブMUFGUCDCセゾン,,https://k024400.gorp.jp/,https://r.gnavi.co.jp/p2bc3myv0000/,https://tabelog.com/kyoto/A2601/A260301/26002006/,,
"
京のおへそ 錦店",3,050-3468-7956,604-8051,26,京都市中京区,御幸町錦上ル船屋町386,https://goo.gl/maps/m1oRCmDCQk53cg5k9,"
阪急京都線 河原町駅 徒歩7分",17:00～24:00,"
水曜日",0,,"
VISAMasterCardJCBアメリカン・エキスプレスダイナースクラブ",,https://kyono-oheso.gorp.jp/,https://r.gnavi.co.jp/kada800/,,,
丸福 本店,3,050-3469-5567,604-0036 ,26,京都市中京区,二条通釜座西入正行寺町669,https://goo.gl/maps/ZiqYEyJXfXeZ2bDa8,"地下鉄東西線 二条城前駅 徒歩8分
地下鉄烏丸線 烏丸御池駅 徒歩9分","火～日
17:30～23:15
（L.O.22:45）","無
※臨時休業の場合あり",0,,VISAMasterCardJCBアメリカン・エキスプレスダイナースクラブDiscover CardMUFGUCDCNICOSUFJセゾンアプラス銀聯J-DEBIT楽天イオンNCオリコジャックスJALセディナCFTS CUBICOMCバンクカードライフ日専連タカシマヤビューTOP&JAポケットエポスペルソナ伊勢丹アイカード東武,PayPay,https://kbdd104.gorp.jp/,https://r.gnavi.co.jp/bzukgf9u0000/,,,
京料理 とりよね,15,050-3476-5200,616-0022 ,26,京都市西京区,嵐山朝月町66,https://goo.gl/maps/civbKRBTxbF37uNj6,"
阪急嵐山線 松尾大社駅 徒歩1分","月・火・木～日
昼の部　11:00～15:00
（L.O.15:00）
夜の部　17:00～22:00
（L.O.21:00）","
水曜日",1,専用35台,VISAMasterCardJCBアメリカン・エキスプレスダイナースクラブMUFGUCDCNICOSUFJセゾンアプラスJ-DEBIT,,https://toriyone.gorp.jp/,https://r.gnavi.co.jp/kada200/,https://tabelog.com/kyoto/A2601/A260403/26005810/,,
焼肉ホルモン まるいち 京都木屋町,14,050-3477-8315,604-8032 ,26,京都市中京区,河原町三条下ル2山崎町236-9,https://g.page/chabuchabu?share,"京阪本線 三条駅 徒歩5分
地下鉄東西線 京都市役所前駅 徒歩7分","18:00～23:30
（L.O.23:00）","
不定休日あり",0,,VISAMasterCardJCBアメリカン・エキスプレスダイナースクラブMUFGUCセゾン,"
PayPay",https://kcen801.gorp.jp/,https://r.gnavi.co.jp/b247zc2r0000/,,,
SHAVA LIVA,9,050-3467-9719,604-8006,26,京都市中京区,河原町御池交差点南西角下がる FISビル1F,https://g.page/shavaliva?share,"京都市営地下鉄東西線 京都市役所前駅 徒歩1分
京阪本線 三条駅 徒歩5分","ランチ　11:30～14:00
《土・日・祝》11:30〜16:00
カフェ　14:00～18:00
《土・日・祝》16:00〜18:00
ディナー　18:00～23:00
（L.O.22:30）
モーニング　9:00～11:00","年中無休
その他、改装・修繕等やむを得ずお休みをいただく場合がございます。",0, （御池地下駐車場をご利用下さい。(徒歩2分)）,VISAMasterCardJCBアメリカン・エキスプレスダイナースクラブDiscover Card,SuicaPASMOICOCAPiTaPaSUGOCAはやかけんTOICAmanacanimocaiDQUICPay＋LINE PayWeChat PayAlipayAirペイApple PayPayPay,https://c868400.gorp.jp/,https://r.gnavi.co.jp/c868400/,https://tabelog.com/kyoto/A2601/A260202/26007225/,,
"
池田屋 はなの舞",2,050-3476-8251,604-8004,26,京都市中京区,三条通河原町東入中島町82 申和三条ビル,https://g.page/hananomai-ikedaya?share,"京阪本線 三条駅 徒歩4分
地下鉄東西線 京都市役所前駅 徒歩5分","16:00～23:00
【新型コロナウィルスの影響で営業時間の変動があります。詳しくは店舗にお問い合わせください。】",年中無休,0,,VISAMasterCardJCBアメリカン・エキスプレスダイナースクラブDiscover Card銀聯,SuicaPASMOICOCASUGOCAはやかけんTOICAmanacaKitacanimocaiD楽天Edy楽天ペイQUICPay＋LINE PayWAONnanacoAlipayApple PayPayPay,https://k781330.gorp.jp/,https://r.gnavi.co.jp/k781330/,https://tabelog.com/kyoto/A2601/A260201/26013306/,,
クラフトビールのステーキ酒場 パリ21区 京都寺町錦,14,050-3490-8239,604-8045,26,京都市中京区,寺町通四条上ル WITH YOUビル 2F,https://g.page/steakparis21e?share,"阪急京都線 河原町駅 徒歩3分
京阪電鉄本線 祇園四条駅 徒歩7分","月～金
ランチ　11:30～16:00
（L.O.15:00、ドリンクL.O.15:00）
ディナー　17:00～22:30
（L.O.21:45、ドリンクL.O.21:45）

土・日・祝
ランチ　11:00～17:00
（L.O.17:00）
2019年4/30~5/2は平日の営業時間となります。
ディナー　17:00～22:30
（L.O.21:45、ドリンクL.O.21:45）","無
1/1、12/30ランチタイムはお休みを頂戴します。
メンテナンス等で休みになることがございます。",0,,VISAMasterCardJCBアメリカン・エキスプレスダイナースクラブDiscover CardMUFGUCDCUFJ銀聯J-DEBITエポス,SuicaPASMOICOCASUGOCAはやかけんTOICAmanacaKitacanimocaiD楽天EdyQUICPayQUICPay＋WAONnanacoAlipay,https://k002705.gorp.jp/,https://r.gnavi.co.jp/k002705/,https://tabelog.com/kyoto/A2601/A260201/26003784/,,
"
六地蔵 TSUNAGU ツナグ",19,"050-3464-6564
",610-0001,26,宇治市,六地蔵奈良町39-17,https://goo.gl/maps/cbHZ3bGemiuFjtUH8,"ＪＲ奈良線 六地蔵駅 徒歩2分
京都市営地下鉄東西線 六地蔵駅 徒歩3分
京阪宇治線 六地蔵駅 徒歩7分","月～金
ランチ　11:30～14:30
（L.O.14:30）

月～日
居酒屋タイム　17:00～24:00
（L.O.24:00、ドリンクL.O.24:30）","
無",0,,VISAMasterCardJCBアメリカン・エキスプレスダイナースクラブMUFGUCDCUFJ,"
PayPay",https://tsunagurokujizou.gorp.jp/,https://r.gnavi.co.jp/c820500/,,,
"
京料理・鍋物 いふじ",3,050-3464-7723,605-0073,26,京都市東山区,八坂鳥居前東入円山町官有地,https://goo.gl/maps/GKTRYr5ps7gukbgB7,"京阪本線 祇園四条駅 7番出口 徒歩9分
阪急京都線 河原町駅 1B出口 徒歩12分
地下鉄東西線 東山駅 1番出口 徒歩12分
ＪＲ 京都駅 バス20分
京都市バス 祇園停留所 徒歩5分 (100系統・206系統)","月～日
11:00～21:00
ランチ　11:00～14:00
前日までに要予約。ご予約頂ければ時間帯は柔軟に対応します","
不定休日あり",1,共有2台,VISAMasterCardJCBアメリカン・エキスプレスダイナースクラブMUFGUCDCNICOSUFJセゾンアプラスJ-DEBIT,,https://kaby400.gorp.jp/,https://r.gnavi.co.jp/kaby400/,,,
無添くら寿司 京都南インター店,1,075-682-1602,601-8131,26,京都市南区,上鳥羽鴨田12-1,https://goo.gl/maps/6s8KidaiYS2qNNyz6,近鉄京都線 上鳥羽口駅 徒歩10分,11:00～23:00,"
年中無休",1,50台,VISAMasterCardJCBアメリカン・エキスプレスダイナースクラブDiscover Card楽天,,https://kap6957.gorp.jp/,https://r.gnavi.co.jp/kap6957/,https://tabelog.com/kyoto/A2601/A260601/26013041/,,
餃子の王将 上鳥羽店,8,075-691-2614,601-8142,26,京都市南区,上鳥羽中河原56-1,https://goo.gl/maps/icAUbE9NDwkkYubh8,"近鉄京都線 竹田駅 車7分
地下鉄烏丸線 竹田駅 車7分","月～土
11:00～23:30
（L.O.23:00）
日
11:00～22:30
（L.O.22:00）
※連休最終日は日と同じ営業時間になります。","年中無休
年末年始の営業は異なります",1,26台,,,https://ka6p535.gorp.jp/,https://r.gnavi.co.jp/ka6p535/,https://tabelog.com/kyoto/A2601/A260601/26009283/,,
松屋 吉祥院店,22,075-694-5750,601-8381,26,京都市南区,吉祥院西ノ茶屋町63,https://goo.gl/maps/1asMukNio8Gpar3n7,ＪＲ京都線 西大路駅 徒歩18分,24時間営業,年中無休,1,,,Suica,https://ka5r664.gorp.jp/,https://r.gnavi.co.jp/ka5r664/,https://tabelog.com/kyoto/A2601/A260604/26017998/,,https://www.ubereats.com/jp/kyoto/food-delivery/%E6%9D%BE%E5%B1%8B-r%E5%90%89%E7%A5%A5%E9%99%A2%E5%BA%97-matsuya-r-kisshoin/cK4QHfcbRBCyefYb0fSGcQ
無添くら寿司 京都久世店,1,075-924-3457,601-8204 ,26,京都市南区,久世東土川町126-2,https://goo.gl/maps/6o8yy8MkAvnRGb2y7,ＪＲ京都線 向日町駅 車7分,11:00～24:00,年中無休,1,共有48台,VISAMasterCardJCBアメリカン・エキスプレスダイナースクラブDiscover Card楽天,,https://kap6969.gorp.jp/,https://r.gnavi.co.jp/kap6969/,https://tabelog.com/kyoto/A2607/A260702/26013040/,,
松のや 桂川店,22,075-924-5789,601-8212,26,京都市南区,久世上久世町524-1,https://goo.gl/maps/cgBp4CUYKfSKePRk8,ＪＲ 桂川駅 徒歩13分,"月～金・祝日
9:00～24:30
（L.O.24:00）
土・日
7:00～24:30
（L.O.24:00）",年中無休,1,,,Suica,https://kcw2306.gorp.jp/,https://r.gnavi.co.jp/krn9hpsc0000/,https://tabelog.com/kyoto/A2601/A260604/26028992/,,https://www.ubereats.com/jp/kyoto/food-delivery/%E6%9D%BE%E3%81%AE%E3%82%84-%E6%A1%82%E5%B7%9D%E5%BA%97-matsunoya-katsuragawa/A4jf3o88RQGY11kTmlRoxQ
赤提灯,19,050-3462-3354,601-8329,26,京都市南区,吉祥院清水町24-2,https://goo.gl/maps/nhoLZCVVaSDgdNCx8,ＪＲ京都線 西大路駅 徒歩2分,"月・火・木～土
17:00～22:00
（L.O.21:30）

日・祝日
17:00～21:00
（L.O.20:30）",水曜日,1,共有2台 （共用）,,,https://c146900.gorp.jp/,https://r.gnavi.co.jp/c146900/,https://tabelog.com/tokyo/A1311/A131101/13059395/,,
まったく,6,075-661-6709,601-8382,26,京都市南区,吉祥院石原上川原町46-6 ,https://goo.gl/maps/qgWTZFXJrBgg77QT6,ＪＲ 西大路駅 車8分,"月～土
17:00～23:00

日・祝日
17:00～22:00","不定休日あり
※予約の方を優先に対応しております。
※詳しくは店舗までお問い合わせください。",1,共有3台,,,,https://r.gnavi.co.jp/13gpyfjv0000/,https://tabelog.com/kyoto/A2601/A260604/26009448/,,
ブラッスリー・コントワール,11,075-671-6685,601-8468,26,京都市南区,唐橋西平垣町14 ,https://goo.gl/maps/mvvR3MriWAPKX7mX8,ＪＲ 西大路駅 徒歩1分,"月～金
ランチ　11:30～13:30
（L.O.13:00）
ディナー　18:00～23:30
（L.O.22:30）

土
ディナー　17:30～23:00
（L.O.22:00）
※12／31はご予約分のオードブルの受渡しのみの営業となります。
※2019年1月4日はディナーのみの営業となります。","日曜日
年末年始（2018年12月31日～2019年1月3日）
※12月30日は休まず営業いたします。",0,（※近くにコインパーキングがあります）,,,,https://r.gnavi.co.jp/epmrk7wv0000/,https://tabelog.com/kyoto/A2601/A260604/26017476/,,
